"TargetFile","Key","SourceEnglish","ProposedMalay","Status","Note"
"lang/ms_MY/projects.lang","OutOfProject","Out of project","Di luar projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","NbOfProjects","Number of projects","Bilangan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","NbOfTasks","Number of tasks","Bilangan tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeEntry","Time tracking","Rekod masa","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeSpent","Time spent","Masa digunakan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeSpentSmall","Time spent","Masa digunakan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeSpentByYou","Time spent by you","Masa digunakan oleh anda","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeSpentByUser","Time spent by user","Masa digunakan oleh pengguna","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskId","Task ID","ID Tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","RefTask","Task ref.","Ruj. tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","LabelTask","Task label","Label tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskTimeSpent","Time spent on tasks","Masa digunakan untuk tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskTimeUser","User","Pengguna","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskTimeNote","Note","Nota","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskTimeDate","Date","Tarikh","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TasksOnOpenedProject","Tasks on open projects","Tugasan pada projek terbuka","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","WorkloadNotDefined","Workload not defined","Beban kerja tidak ditakrifkan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","NewTimeSpent","Time spent","Masa digunakan baharu","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","MyTimeSpent","My time spent","Masa digunakan saya","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","BillTime","Bill the time spent","Bilkan masa yang digunakan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","BillTimeShort","Bill time","Bilkan masa","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeToBill","Time not billed","Masa belum dibilkan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeBilled","Time billed","Masa telah dibilkan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskDateStart","Task start date","Tarikh mula tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskDateEnd","Task end date","Tarikh tamat tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","AddTimeSpent","Create time spent","Cipta masa digunakan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","AddHereTimeSpentForDay","Add here time spent for this day/task","Tambah masa digunakan di sini untuk hari ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","AddHereTimeSpentForWeek","Add here time spent for this week/task","Tambah masa digunakan di sini untuk minggu ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","Activity","Activity","Aktiviti","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","Activities","Tasks/activities","Tugasan/aktiviti","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","MyActivities","My tasks/activities","Tugasan/aktiviti saya","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","MyProjects","My projects","Projek saya","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","MyProjectsArea","My projects Area","Ruang projek saya","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","DurationEffective","Effective duration","Tempoh efektif","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProgressDeclared","Declared real progress","Kemajuan sebenar yang diisytiharkan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskProgressSummary","Task progress","Kemajuan tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CurentlyOpenedTasks","Currently open tasks","Tugasan sedang terbuka","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TheReportedProgressIsLessThanTheCalculatedProgressionByX","The declared real progress is less %s than the progress on consumption","Kemajuan sebenar yang diisytiharkan kurang daripada kemajuan terkira sebanyak %s","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TheReportedProgressIsMoreThanTheCalculatedProgressionByX","The declared real progress is more %s than the progress on consumption","Kemajuan sebenar yang diisytiharkan lebih daripada kemajuan terkira sebanyak %s","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProgressCalculated","Progress on consumption","Kemajuan berdasarkan penggunaan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","WhichIamLinkedTo","which I'm linked to","yang saya dipautkan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","WhichIamLinkedToProject","which I'm linked to project","yang saya dipautkan kepada projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","Time","Time","Masa","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeConsumed","Consumed","Digunakan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListOfTasks","List of tasks","Senarai tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","GoToListOfTimeConsumed","Go to list of time consumed","Pergi ke senarai masa digunakan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","GanttView","Gantt View","Paparan Gantt","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListWarehouseAssociatedProject","List of warehouses associated to the project","Senarai stor yang dikaitkan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListProposalsAssociatedProject","List of the commercial proposals related to the project","Senarai cadangan komersial yang dikaitkan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListOrdersAssociatedProject","List of sales orders related to the project","Senarai pesanan jualan yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListInvoicesAssociatedProject","List of customer invoices related to the project","Senarai invois pelanggan yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListPredefinedInvoicesAssociatedProject","List of customer template invoices related to the project","Senarai invois templat pelanggan yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListSupplierOrdersAssociatedProject","List of purchase orders related to the project","Senarai pesanan pembelian yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListSupplierInvoicesAssociatedProject","List of vendor invoices related to the project","Senarai invois pembekal yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListContractAssociatedProject","List of contracts related to the project","Senarai kontrak yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListShippingAssociatedProject","List of shippings related to the project","Senarai penghantaran yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListFichinterAssociatedProject","List of interventions related to the project","Senarai intervensi yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListExpenseReportsAssociatedProject","List of expense reports related to the project","Senarai laporan perbelanjaan yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListDonationsAssociatedProject","List of donations related to the project","Senarai derma yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListVariousPaymentsAssociatedProject","List of miscellaneous payments related to the project","Senarai bayaran pelbagai yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListSalariesAssociatedProject","List of payments of salaries related to the project","Senarai bayaran gaji yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListActionsAssociatedProject","List of events related to the project","Senarai acara yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListMOAssociatedProject","List of manufacturing orders related to the project","Senarai perintah pengilangan yang berkaitan dengan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListTaskTimeUserProject","List of time consumed on tasks of project","Senarai masa digunakan pada tugasan untuk projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ListTaskTimeForTask","List of time consumed on task","Senarai masa digunakan untuk tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ActivityOnProjectToday","Activity on project today","Aktiviti pada projek hari ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ActivityOnProjectYesterday","Activity on project yesterday","Aktiviti pada projek semalam","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ActivityOnProjectThisWeek","Activity on project this week","Aktiviti pada projek minggu ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ActivityOnProjectThisMonth","Activity on project this month","Aktiviti pada projek bulan ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ActivityOnProjectThisYear","Activity on project this year","Aktiviti pada projek tahun ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ChildOfProjectTask","Child of project/task","Anak kepada projek/tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ChildOfTask","Child of task","Anak kepada tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskHasChild","Task has child","Tugasan mempunyai anak","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ParentTask","Parent task","Tugasan induk","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","NotOwnerOfProject","Not owner of this private project","Bukan pemilik projek persendirian ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","AffectedTo","Allocated to","Diperuntukkan kepada","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CantRemoveProject","This project can't be removed as it is referenced by some other objects (invoice, orders or other). See tab '%s'.","Projek ini tidak boleh dibuang: %s","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ConfirmValidateProject","Are you sure you want to validate this project?","Adakah anda pasti mahu mengesahkan projek ini?","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CloseAProject","Close project","Tutup projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ConfirmCloseAProject","Are you sure you want to close this project?","Adakah anda pasti mahu menutup projek ini?","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","AlsoCloseAProject","Also close project","Tutup projek juga","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","AlsoCloseAProjectTooltip","Keep it open if you still need to follow production tasks on it","Biarkan terbuka jika anda masih perlu menggunakannya","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ReOpenAProject","Open project","Buka projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ConfirmReOpenAProject","Are you sure you want to re-open this project?","Adakah anda pasti mahu membuka semula projek ini?","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectContact","Contacts of project","Kenalan projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectContactTypeManager","Assign me as contact with the type","Tugaskan saya sebagai kenalan dengan peranan pengurus projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskContact","Task contacts","Kenalan tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ActionsOnProject","Events on project","Acara pada projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","YouAreNotContactOfProject","You are not a contact of this private project","Anda bukan kenalan bagi projek ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","UserIsNotContactOfProject","User is not a contact of this private project","Pengguna bukan kenalan bagi projek ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","DeleteATimeSpent","Delete time spent","Hapus masa digunakan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ConfirmDeleteATimeSpent","Are you sure you want to delete this time spent?","Adakah anda pasti mahu menghapuskan masa digunakan ini?","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","DoNotShowMyTasksOnly","See also tasks not assigned to me","Lihat juga tugasan yang tidak ditugaskan kepada saya","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ShowMyTasksOnly","View only tasks assigned to me","Lihat hanya tugasan yang ditugaskan kepada saya","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskRessourceLinks","Contacts of task","Kenalan tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectsDedicatedToThisThirdParty","Projects dedicated to this third party","Projek khusus untuk pihak ketiga ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectsLinkedToThisThirdParty","Projects having a contact that is a contact of the third party","Projek yang dipautkan kepada pihak ketiga ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","NoTasks","No tasks for this project","Tiada tugasan untuk projek ini","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","LinkedToAnotherCompany","Linked to other third party","Dipautkan kepada pihak ketiga lain","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskIsNotAssignedToUser","Task not assigned to user. Use button '<strong>%s</strong>' to assign task now.","Tugasan tidak ditugaskan kepada pengguna. Gunakan butang '<strong>%s</strong>' untuk menugaskan tugasan sekarang.","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ErrorTimeSpentIsEmpty","Time spent is empty","Masa digunakan kosong","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TimeRecordingRestrictedToNMonthsBack","Time recording is restricted to %s months back","Perekodan masa dihadkan kepada %s bulan ke belakang","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ThisWillAlsoRemoveTasks","This action will also delete all tasks of project (<b>%s</b> tasks at the moment) and all inputs of time spent.","Tindakan ini juga akan menghapuskan semua tugasan projek (<b>%s</b> tugasan pada masa ini) dan semua rekod masa digunakan.","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","IfNeedToUseOtherObjectKeepEmpty","If some objects (invoice, order, ...), belonging to another third party, must be linked to the project to create, keep this empty to have the project being multi third parties.","Jika perlu menggunakan objek lain, biarkan kosong","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CloneTasks","Clone tasks","Salin tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CloneContacts","Clone contacts","Salin kenalan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CloneNotes","Clone notes","Salin nota","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CloneProjectFiles","Clone project joined files","Salin fail lampiran projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CloneTaskFiles","Clone task(s) joined files (if task(s) cloned)","Salin fail lampiran tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","CloneMoveDate","Update project/tasks dates from now?","Kemas kini tarikh projek/tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ConfirmCloneProject","Are you sure to clone this project?","Adakah anda pasti mahu menyalin projek ini?","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectReportDate","Change task dates according to new project start date","Ubah tarikh tugasan mengikut tarikh projek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ErrorShiftTaskDate","Impossible to shift task date according to new project start date","Tidak dapat mengalihkan tarikh tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectsAndTasksLines","Projects and tasks","Baris projek dan tugasan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectCreatedInDolibarr","Project %s created","Projek %s dicipta","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectValidatedInDolibarr","Project %s validated","Projek %s disahkan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","ProjectModifiedInDolibarr","Project %s modified","Projek %s diubah","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskCreatedInDolibarr","Task %s created","Tugasan %s dicipta","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskModifiedInDolibarr","Task %s modified","Tugasan %s diubah","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","TaskDeletedInDolibarr","Task %s deleted","Tugasan %s dihapuskan","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","OpportunityStatus","Lead status","Status prospek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","OpportunityStatusShort","Lead status","Status prospek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","OpportunityProbability","Lead probability","Kebarangkalian prospek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","OpportunityProbabilityShort","Lead probab.","Kebarangkalian prospek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","OpportunityAmount","Lead amount","Jumlah prospek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","OpportunityAmountShort","Lead amount","Jumlah prospek","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","OpportunityWeightedAmount","Amount of opportunity, weighted by probability","Jumlah prospek berwajaran","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
"lang/ms_MY/projects.lang","OpportunityWeightedAmountShort","Opp. weighted amount","Jumlah prospek berwajaran","ready","Sprint 22C projects.lang + install.lang bulk batch 6"
