"TargetFile","Key","SourceEnglish","ProposedMalay","Status","Note"
"lang\ms_MY\products.lang","CloneContentProduct","Clone all main information of the product/service","Klon semua maklumat utama produk/perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CloneDestinationReference","Destination product reference","Rujukan produk destinasi","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ClonePricesProduct","Clone prices","Klon harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ComposedProduct","Child products","Produk anak","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ComposedProductIncDecStock","Increase/Decrease stock on parent change","Tambah/Kurangkan stok apabila induk berubah","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmCloneProduct","Are you sure you want to clone product or service <b>%s</b>?","Adakah anda pasti mahu mengklon produk atau perkhidmatan <b>%s</b>?","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmCloneProductCombinations","Would you like to copy all the product variants to the other parent product with the given reference?","Adakah anda mahu menyalin semua varian produk ke produk induk lain dengan rujukan yang diberikan?","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmDeleteProduct","Are you sure you want to delete this product/service?","Adakah anda pasti mahu menghapuskan produk/perkhidmatan ini?","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmDeleteProductBuyPrice","Are you sure you want to delete this buying price?","Adakah anda pasti mahu menghapuskan harga belian ini?","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmDeleteProductLine","Are you sure you want to delete this product line?","Adakah anda pasti mahu menghapuskan baris produk ini?","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmEditExtrafield"," Select the extrafield you want modify","Pilih medan tambahan yang mahu anda ubah","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmEditExtrafieldQuestion"," Are you sure you want to modify this extrafield?","Adakah anda pasti mahu mengubah medan tambahan ini?","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmMergeProducts","Are you sure you want to merge the chosen product with the current one? All linked objects (invoices, orders, ...) will be moved to the current product, after which the chosen product will be deleted.","Adakah anda pasti mahu menggabungkan produk yang dipilih dengan produk semasa? Semua objek yang dipautkan (invois, pesanan, ...) akan dipindahkan ke produk semasa, selepas itu produk yang dipilih akan dihapuskan.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ConfirmSetToDraftInventory","Are you sure you want to go back to Draft status?<br>The quantities currently set in the inventory will be reset.","Adakah anda pasti mahu kembali kepada status Draf?<br>Kuantiti yang sedang ditetapkan dalam inventori akan ditetapkan semula.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ContractStatusClosed","Closed","Ditutup","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CorrectlyUpdated","Correctly updated","Berjaya dikemas kini","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CostPriceDescription","This price field (excl. tax) can be used to capture the average amount this product costs to your company. It may be any price you calculate yourself, for example, from the average buying price plus average production and distribution cost.","Medan harga ini (tidak termasuk cukai) boleh digunakan untuk merekodkan kos purata produk ini kepada syarikat anda. Ia boleh berupa sebarang harga yang anda kira sendiri, contohnya daripada harga belian purata ditambah kos pengeluaran dan pengedaran purata.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CostPriceUsage","This value could be used for margin calculation.","Nilai ini boleh digunakan untuk pengiraan margin.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CountryOrigin","Country of origin","Negara asal","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Create","Create","Cipta","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CurrentProductPrice","Current price","Harga semasa","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CustomerPrices","Customer prices","Harga pelanggan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CustomsCode","Customs nomenclature","Nomenklatur kastam","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","CustomsCodeHelp","The code used by customs. Also called the Commodity code, HS code or TARIC code.","Kod yang digunakan oleh kastam. Juga dipanggil kod komoditi, kod HS atau kod TARIC.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","d","d","h","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","day","day","hari","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefaultBOM","Default BOM","BOM Lalai","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefaultBOMDesc","The default BOM recommended to use to manufacture this product. This field can be set only if nature of product is '%s'.","BOM lalai yang disyorkan untuk digunakan bagi mengilang produk ini. Medan ini hanya boleh ditetapkan jika sifat produk ialah '%s'.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefaultPrice","Default price","Harga lalai","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefaultPriceLog","Log of previous default prices","Log harga lalai terdahulu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefaultPriceRealPriceMayDependOnCustomer","Default price, real price may depend on customer","Harga lalai, harga sebenar mungkin bergantung kepada pelanggan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefaultPriceType","Base of prices per default (with versus without tax) when adding new sale prices","Asas harga secara lalai (termasuk berbanding tidak termasuk cukai) apabila menambah harga jualan baharu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefaultUnitToShow","Unit","Unit","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefinitionOfBarCodeForProductNotComplete","Definition of type or value of barcode not complete for product %s.","Takrif jenis atau nilai kod bar tidak lengkap untuk produk %s.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DefinitionOfBarCodeForThirdpartyNotComplete","Definition of type or value of barcode non complete for third party %s.","Takrif jenis atau nilai kod bar tidak lengkap untuk Pihak Ketiga %s.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DeleteLinkedProduct","Delete the child product linked to the combination","Hapus produk anak yang dipautkan kepada kombinasi","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DeleteProductBuyPrice","Delete buying price","Hapus harga belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DeleteProductLine","Delete product line","Hapus baris produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DisablePriceByQty","Disable prices by quantity","Nyahaktifkan harga mengikut kuantiti","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DiscountQtyMin","Discount for this qty.","Diskaun untuk kuantiti ini.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DoNotRemovePreviousCombinations","Do not remove previous variants","Jangan buang varian terdahulu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DynamicPriceConfiguration","Dynamic price configuration","Konfigurasi harga dinamik","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","DynamicPriceDesc","You may define mathematical formulae to calculate Customer or Vendor prices. Such formulas can use all mathematical operators, some constants and variables. You can define here the variables you wish to use. If the variable needs an automatic update, you may define the external URL to allow Dolibarr to update the value automatically.","Anda boleh mentakrifkan formula matematik untuk mengira harga Pelanggan atau Pembekal. Formula tersebut boleh menggunakan semua operator matematik, beberapa pemalar dan pemboleh ubah. Anda boleh mentakrifkan pemboleh ubah yang ingin digunakan di sini. Jika pemboleh ubah memerlukan kemas kini automatik, anda boleh mentakrifkan URL luaran untuk membolehkan Dolibarr mengemas kini nilai secara automatik.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","EditProductCombination","Editing variant","Edit varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","EditProductCombinations","Editing variants","Edit varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","EditSellingPriceLabel","Edit selling price label","Edit label harga jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorAppliedPricesIntersectAnotherPeriod","The begin or end date intersect to another existing period.","Tarikh mula atau tamat bertindih dengan tempoh sedia ada yang lain.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorAssociationIsFatherOfThis","One of selected product is parent with current product","Salah satu produk yang dipilih ialah induk kepada produk semasa","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorCopyProductCombinations","There was an error while copying the product variants","Ralat berlaku semasa menyalin varian produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorCreatingProductAttributeValue","There was an error while creating the attribute value. It could be because there is already an existing value with that reference","Ralat berlaku semasa mencipta nilai atribut. Ini mungkin kerana sudah wujud nilai dengan rujukan tersebut","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorDeletingGeneratedProducts","There was an error while trying to delete existing product variants","Ralat berlaku semasa cuba menghapuskan varian produk sedia ada","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorDestinationProductNotFound","Destination product not found","Produk destinasi tidak ditemui","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorPriceCantBeLowerThanMinPrice","Error, price can't be lower than minimum price.","Ralat, harga tidak boleh lebih rendah daripada harga minimum.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorProductAlreadyExists","A product with reference %s already exists.","Produk dengan rujukan %s sudah wujud.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorProductBadRefOrLabel","Wrong value for reference or label.","Nilai rujukan atau label tidak betul.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorProductClone","There was a problem while trying to clone the product or service.","Masalah berlaku semasa cuba mengklon produk atau perkhidmatan.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorProductCombinationNotFound","Product variant not found","Varian produk tidak ditemui","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ErrorsProductsMerge","Errors in products merge","Ralat dalam penggabungan produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ExpectedValuation","Expected Valuation","Penilaian Dijangka","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ExportDataset_produit_1","Products","Produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ExportDataset_service_1","Services","Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Features","Features","Ciri-ciri","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","FillBarCodeTypeAndValueFromProduct","Fill barcode type and value from barcode of a product.","Isi jenis dan nilai kod bar daripada kod bar produk.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","FillBarCodeTypeAndValueFromThirdParty","Fill barcode type and value from barcode of a third party.","Isi jenis dan nilai kod bar daripada kod bar Pihak Ketiga.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","FillBarCodeTypeAndValueManually","Fill barcode type and value manually.","Isi jenis dan nilai kod bar secara manual.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","FillWithLastServiceDates","Fill with last service line dates","Isi dengan tarikh baris perkhidmatan terakhir","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Finished","Manufactured product","Produk dikilang","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ForceUpdateChildPriceSoc","Set same price on customer's subsidiaries","Tetapkan harga yang sama pada anak syarikat pelanggan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","g","g","g","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GenerateImage","Generate image","Jana imej","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GenerateThumb","Generate thumb","Jana imej kecil","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GenerateWithAI","Generate with AI","Jana dengan AI","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GlobalVariables","Global variables","Pemboleh ubah global","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GlobalVariableUpdaterHelp0","Parses JSON data from specified URL, VALUE specifies the location of relevant value,","Menghuraikan data JSON daripada URL yang ditentukan, VALUE menentukan lokasi nilai yang berkaitan,","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GlobalVariableUpdaterHelp1","Parses WebService data from specified URL, NS specifies the namespace, VALUE specifies the location of relevant value, DATA should contain the data to send and METHOD is the calling WS method","Menghuraikan data WebService daripada URL yang ditentukan, NS menentukan ruang nama, VALUE menentukan lokasi nilai yang berkaitan, DATA perlu mengandungi data untuk dihantar dan METHOD ialah kaedah panggilan WS","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GlobalVariableUpdaterHelpFormat0","Format for request {""URL"": ""http://example.com/urlofjson"", ""VALUE"": ""array1,array2,targetvalue""}","Format permintaan {""URL"": ""http://example.com/urlofjson"", ""VALUE"": ""array1,array2,targetvalue""}","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GlobalVariableUpdaterHelpFormat1","Format for request is {""URL"": ""http://example.com/urlofws"", ""VALUE"": ""array,targetvalue"", ""NS"": ""http://example.com/urlofns"", ""METHOD"": ""myWSMethod"", ""DATA"": {""your"": ""data"", ""to"": ""send""}}","Format permintaan ialah {""URL"": ""http://example.com/urlofws"", ""VALUE"": ""array,targetvalue"", ""NS"": ""http://example.com/urlofns"", ""METHOD"": ""myWSMethod"", ""DATA"": {""your"": ""data"", ""to"": ""send""}}","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GlobalVariableUpdaters","External updaters for variables","Pengemas kini luaran untuk pemboleh ubah","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GlobalVariableUpdaterType0","JSON data","Data JSON","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GlobalVariableUpdaterType1","WebService data","Data WebService","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","GoOnMenuToCreateVairants","Go on menu %s - %s to prepare attribute variants (like colors, size, ...)","Pergi ke menu %s - %s untuk menyediakan varian atribut (seperti warna, saiz, ...)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","gram","gram","gram","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","h","h","j","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","HeightUnits","Height unit","Unit tinggi","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","HideChildProducts","Hide variant products","Sembunyikan produk varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","HideProductCombinations","Hide products variant in the products selector","Sembunyikan varian produk dalam pemilih produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","hour","hour","jam","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","IfZeroItIsNotAVirtualProduct","If 0, this product is not a kit","Jika 0, produk ini bukan kit","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","IfZeroItIsNotUsedByVirtualProduct","If 0, this product is not used by any kit","Jika 0, produk ini tidak digunakan oleh mana-mana kit","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ImpactOnPriceLevel","Impact on price level %s","Kesan pada peringkat harga %s","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ImportDataset_produit_1","Products","Produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ImportDataset_service_1","Services","Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","IncludingProductWithTag","Including products/services with the tag","Termasuk produk/perkhidmatan dengan tag","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","InventoryExtraFields"," Extra Fields (inventory)","Medan Tambahan (inventori)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","KeepEmptyForAutoCalculation","Keep empty to have this calculated automatically from weight or volume of products","Biarkan kosong supaya ini dikira secara automatik daripada berat atau isi padu produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","KeywordFilter","Search by keyword","Cari mengikut kata kunci","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","kg","Kg","Kg","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","kilogram","kilogram","kilogram","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","l","L","L","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","LastModifiedProductsAndServices","Latest %s products/services which were modified","%s produk/perkhidmatan terkini yang telah diubah","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","LastRecordedProducts","Latest %s recorded products","%s produk terkini yang direkodkan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","LastRecordedServices","Latest %s recorded services","%s perkhidmatan terkini yang direkodkan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","LastUpdated","Latest update","Kemas kini terkini","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","LengthUnits","Length unit","Unit panjang","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ListOfProductsServices","List of products/services","Senarai produk/perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ListProductByPopularity","List of products by popularity","Senarai produk mengikut populariti","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ListProductServiceByPopularity","List of products/services by popularity","Senarai produk/perkhidmatan mengikut populariti","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ListServiceByPopularity","List of services by popularity","Senarai perkhidmatan mengikut populariti","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","liter","liter","liter","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","lm","lm","lm","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","m","m","m","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","m2","m²","m²","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","m3","m³","m³","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","mandatoryHelper","Check this if you want a message to the user when creating / validating an invoice, commercial proposal, sales order without entering a start and end date on lines with this service.","Tanda ini jika anda mahu mesej dipaparkan kepada pengguna apabila mencipta / mengesahkan invois, sebut harga komersial atau pesanan jualan tanpa memasukkan tarikh mula dan tamat pada baris yang menggunakan perkhidmatan ini.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","mandatoryHelper2","Note that the message is a warning and not a blocking error.","Ambil perhatian bahawa mesej ini ialah amaran dan bukan ralat yang menyekat.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","mandatoryperiod","Mandatory periods","Tempoh wajib","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","mandatoryPeriodNeedTobeSet","Note: Period (start and end date) must be defined","Nota: Tempoh (tarikh mula dan tamat) mesti ditakrifkan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","mandatoryPeriodNeedTobeSetMsgValidate","A service requires a start and end period","Satu perkhidmatan memerlukan tempoh mula dan tamat","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ManufacturingPrice","Manufacturing price","Harga pengilangan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MassBarcodeInit","Mass barcode init","Inisialisasi kod bar pukal","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MassBarcodeInitDesc","This page can be used to initialize a barcode on objects that does not have barcode defined. Check before that setup of module barcode is complete.","Halaman ini boleh digunakan untuk menginisialisasi kod bar pada objek yang belum mempunyai kod bar ditakrifkan. Semak dahulu bahawa tetapan modul kod bar telah lengkap.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MenuStocks","Stocks","Stok","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MergeOriginProduct","Duplicated product (the product you want to delete)","Produk pendua (produk yang anda mahu hapuskan)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MergeProducts","Merge products","Gabung produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","meter","meter","meter","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MinCustomerPrice","Minimum selling price","Harga jualan minimum","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MinimumPriceLimit","Minimum price can't be lower then %s","Harga minimum tidak boleh lebih rendah daripada %s","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MinimumRecommendedPrice","Minimum recommended price is: %s","Harga minimum yang disyorkan ialah: %s","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MinPrice","Min. selling price","Harga jualan min.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MinPriceHT","Min. selling price (excl. tax)","Harga jualan min. (tidak termasuk cukai)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MinPriceTTC","Min. selling price (inc. tax)","Harga jualan min. (termasuk cukai)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MinSupplierPrice","Minimum buying price","Harga belian minimum","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ModifyValueExtrafields"," Modify value of an extrafield","Ubah nilai medan tambahan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Movements","Movements","Pergerakan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MultipriceRules","Automatic prices for segment","Harga automatik untuk segmen","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","MultiPricesAbility","Multiple price segments per product/service (each customer is in one price segment)","Segmen harga berbilang bagi setiap produk/perkhidmatan (setiap pelanggan berada dalam satu segmen harga)","ready","Sprint 22B-1 products.lang"
